GEOID,year,filings_2020,filings_avg,filings_avg_prepandemic_baseline,Census Tract Name,Total Population,Black or African American (%),Hispanic or Latino (%),White Non-Hispanic (%),Female (%),Under 18 (%),High School or Less (%),Single Mother Households (%),Poverty Rate (%),Uninsured (%),Renter Occupied Housing (%),Households with Children (Count),Renter Occupied Units (Count),state,county,tract,Eviction Rate per 1k,Pct Renter x Poverty,Pct Uninsured x HS or Less,majority_race,Poverty to Education Ratio,Youth Burden,Female to Pop Ratio,High Renter
48113016412,2022,0.8333333333333334,0.7916666666666666,0.6945,Census Tract 164.12; Dallas County; Texas,5085,31.7,22.2,14.8,5085.0,27.6,94.8,19.6,12.3,3.6,89.0,334,416,48,113,16412,0.15568666011143886,10.95,3.41,Mixed/Other,0.13,0.00543,1.0,1
48113016412,2023,0.5,0.7916666666666666,0.6945,Census Tract 164.12; Dallas County; Texas,5154,27.3,1.0,22.7,5154.0,26.0,90.1,20.3,12.9,4.6,90.0,347,468,48,113,16412,0.15360238002845686,11.61,4.14,Mixed/Other,0.14,0.00504,1.0,1
48113016414,2020,5.416666666666667,3.9166666666666665,6.694416666666666,"Census Tract 164.14, Dallas County, Texas",1841,45.8,4.0,44.3,1841.0,16.1,100.0,25.8,0.0,3.9,11.7,229,409,48,113,16414,2.127466956364295,0.0,3.9,Mixed/Other,0.0,0.00875,1.0,0
48113016414,2021,3.5,3.9166666666666665,6.694416666666666,"Census Tract 164.14, Dallas County, Texas",1793,23.0,16.5,50.7,1793.0,15.4,99.1,23.0,0.0,7.9,14.3,216,408,48,113,16414,2.1844208960773375,0.0,7.83,Majority White,0.0,0.00859,1.0,0
48113016414,2022,10.25,3.9166666666666665,6.694416666666666,Census Tract 164.14; Dallas County; Texas,2009,29.4,5.5,0.0,2009.0,26.4,96.3,20.6,100.0,20.6,22.5,180,459,48,113,16414,1.9495603119296498,22.5,19.84,Mixed/Other,1.04,0.01314,1.0,0
48113016414,2023,2.0833333333333335,3.9166666666666665,6.694416666666666,Census Tract 164.14; Dallas County; Texas,1941,31.1,2.1,11.5,1941.0,28.1,96.9,28.0,100.0,18.8,17.7,253,536,48,113,16414,2.017860209513996,17.7,18.22,Mixed/Other,1.03,0.01448,1.0,0
48113016415,2020,0.6666666666666666,0.4166666666666667,1.3334166666666667,"Census Tract 164.15, Dallas County, Texas",4854,18.6,45.2,29.7,4854.0,23.7,92.1,6.4,0.0,8.2,92.1,97,204,48,113,16415,0.08583985716247769,0.0,7.55,Mixed/Other,0.0,0.00488,1.0,1
48113016415,2021,0.4166666666666667,0.4166666666666667,1.3334166666666667,"Census Tract 164.15, Dallas County, Texas",4651,22.3,45.5,26.3,4651.0,24.7,91.9,6.8,0.0,9.6,94.4,98,178,48,113,16415,0.08958646885974343,0.0,8.82,Mixed/Other,0.0,0.00531,1.0,1
48113016415,2022,0.8333333333333334,0.4166666666666667,1.3334166666666667,Census Tract 164.15; Dallas County; Texas,4930,23.6,21.6,4.3,4930.0,24.3,91.4,6.1,0.0,15.5,87.7,90,230,48,113,16415,0.08451656524678837,0.0,14.17,Mixed/Other,0.0,0.00493,1.0,1
48113016415,2023,0.5,0.4166666666666667,1.3334166666666667,Census Tract 164.15; Dallas County; Texas,4859,25.7,0.0,35.1,4859.0,26.7,90.5,4.0,0.0,17.0,85.2,58,208,48,113,16415,0.08575152637716951,0.0,15.38,Mixed/Other,0.0,0.00549,1.0,1
48113016416,2020,0.9166666666666666,4.166666666666667,2.388916666666667,"Census Tract 164.16, Dallas County, Texas",3304,31.9,33.0,12.1,3304.0,35.7,87.5,10.0,0.0,6.1,87.6,95,263,48,113,16416,1.2610976594027443,0.0,5.34,Mixed/Other,0.0,0.01081,1.0,1
48113016416,2021,1.4166666666666667,4.166666666666667,2.388916666666667,"Census Tract 164.16, Dallas County, Texas",3021,30.8,33.0,15.6,3021.0,35.2,88.3,10.1,0.0,5.6,94.0,88,227,48,113,16416,1.3792342491448748,0.0,4.94,Mixed/Other,0.0,0.01165,1.0,1
48113016416,2022,3.25,4.166666666666667,2.388916666666667,Census Tract 164.16; Dallas County; Texas,3277,28.0,18.8,6.0,3277.0,29.3,81.7,8.0,100.0,5.1,79.9,79,208,48,113,16416,1.2714881497304444,79.9,4.17,Mixed/Other,1.22,0.00894,1.0,1
48113016416,2023,3.1666666666666665,4.166666666666667,2.388916666666667,Census Tract 164.16; Dallas County; Texas,3021,45.2,0.0,20.4,3021.0,26.0,85.0,10.1,100.0,5.4,73.9,99,181,48,113,16416,1.3792342491448748,73.9,4.59,Mixed/Other,1.18,0.00861,1.0,1
48113016417,2020,0.6666666666666666,1.2083333333333333,1.389,"Census Tract 164.17, Dallas County, Texas",5706,17.1,49.3,23.0,5706.0,26.7,84.7,7.4,0.0,8.6,86.5,132,389,48,113,16417,0.21176539315340576,0.0,7.28,Mixed/Other,0.0,0.00468,1.0,1
48113016417,2021,0.4166666666666667,1.2083333333333333,1.389,"Census Tract 164.17, Dallas County, Texas",5467,14.4,47.9,22.8,5467.0,27.8,83.4,5.7,0.0,10.0,81.5,97,342,48,113,16417,0.221023108347052,0.0,8.34,Mixed/Other,0.0,0.00509,1.0,1
48113016417,2022,1.6666666666666667,1.2083333333333333,1.389,Census Tract 164.17; Dallas County; Texas,5152,12.7,26.6,3.9,5152.0,27.5,83.7,4.7,0.0,12.0,79.4,78,449,48,113,16417,0.23453674948240164,0.0,10.04,Mixed/Other,0.0,0.00534,1.0,1
48113016417,2023,1.4166666666666667,1.2083333333333333,1.389,Census Tract 164.17; Dallas County; Texas,5366,17.8,1.3,45.5,5366.0,26.2,83.0,2.3,0.0,4.4,78.7,38,351,48,113,16417,0.22518325257795999,0.0,3.65,Mixed/Other,0.0,0.00488,1.0,1
48113016418,2020,1.8333333333333333,7.166666666666667,2.7221666666666664,"Census Tract 164.18, Dallas County, Texas",5045,31.8,43.4,14.2,5045.0,29.2,90.3,13.1,19.1,2.6,81.1,209,491,48,113,16418,1.4205483977535514,15.49,2.35,Mixed/Other,0.21,0.00579,1.0,1
48113016418,2021,0.9166666666666666,7.166666666666667,2.7221666666666664,"Census Tract 164.18, Dallas County, Texas",4650,33.3,44.2,13.3,4650.0,27.8,89.9,14.8,0.0,0.0,75.0,228,544,48,113,16418,1.5412186379928314,0.0,0.0,Mixed/Other,0.0,0.00598,1.0,1
48113016418,2022,7.916666666666667,7.166666666666667,2.7221666666666664,Census Tract 164.18; Dallas County; Texas,4641,30.6,28.0,9.5,4641.0,26.8,89.1,22.5,0.0,0.0,58.8,400,649,48,113,16418,1.5442074265603678,0.0,0.0,Mixed/Other,0.0,0.00577,1.0,1
48113016418,2023,5.5,7.166666666666667,2.7221666666666664,Census Tract 164.18; Dallas County; Texas,4973,39.8,0.2,32.5,4973.0,28.1,90.9,22.2,0.0,0.0,55.5,411,644,48,113,16418,1.441115356257122,0.0,0.0,Mixed/Other,0.0,0.00565,1.0,1
48113016419,2020,0.4166666666666667,2.875,1.38875,"Census Tract 164.19, Dallas County, Texas",5046,20.2,48.8,21.2,5046.0,33.4,78.3,4.9,0.0,6.8,79.5,71,379,48,113,16419,0.5697582243361078,0.0,5.32,Mixed/Other,0.0,0.00662,1.0,1
48113016419,2021,0.3333333333333333,2.875,1.38875,"Census Tract 164.19, Dallas County, Texas",4877,30.3,46.6,16.6,4877.0,36.1,80.9,3.1,0.0,12.9,81.0,42,390,48,113,16419,0.5895017428747181,0.0,10.44,Mixed/Other,0.0,0.0074,1.0,1
48113016419,2022,3.4166666666666665,2.875,1.38875,Census Tract 164.19; Dallas County; Texas,4941,28.7,18.2,14.0,4941.0,35.9,79.6,2.9,22.2,7.4,79.6,38,339,48,113,16419,0.581866019024489,17.67,5.89,Mixed/Other,0.28,0.00727,1.0,1
48113016419,2023,3.3333333333333335,2.875,1.38875,Census Tract 164.19; Dallas County; Texas,4963,29.8,0.1,37.1,4963.0,37.1,80.4,9.3,58.1,9.8,78.7,128,343,48,113,16419,0.5792867217408825,45.72,7.88,Mixed/Other,0.72,0.00748,1.0,1
48113016420,2020,0.5,0.3333333333333333,0.75,"Census Tract 164.20, Dallas County, Texas",4276,9.6,65.0,22.2,4276.0,29.9,67.7,0.2,0.0,3.4,80.0,2,109,48,113,16420,0.07795447458684128,0.0,2.3,Majority Hispanic,0.0,0.00699,1.0,1
48113016420,2021,0.4166666666666667,0.3333333333333333,0.75,"Census Tract 164.20, Dallas County, Texas",4438,18.3,61.1,20.1,4438.0,32.4,68.7,0.2,0.0,3.6,82.4,2,103,48,113,16420,0.0751089079164789,0.0,2.47,Majority Hispanic,0.0,0.0073,1.0,1
48113016420,2022,0.4166666666666667,0.3333333333333333,0.75,Census Tract 164.20; Dallas County; Texas,4169,16.7,45.5,15.7,4169.0,32.3,67.6,1.4,0.0,5.4,83.4,14,144,48,113,16420,0.07995522507395858,0.0,3.65,Mixed/Other,0.0,0.00775,1.0,1
48113016420,2023,0.5833333333333334,0.3333333333333333,0.75,Census Tract 164.20; Dallas County; Texas,4146,18.1,3.4,44.0,4146.0,36.0,68.6,5.1,0.0,6.9,80.2,48,116,48,113,16420,0.08039877793857533,0.0,4.73,Mixed/Other,0.0,0.00868,1.0,1
48113016421,2020,0.5,1.5,2.0276666666666667,"Census Tract 164.21, Dallas County, Texas",3524,13.8,57.8,25.3,3524.0,28.7,69.0,9.3,0.0,7.6,70.9,112,298,48,113,16421,0.4256526674233825,0.0,5.24,Majority Hispanic,0.0,0.00814,1.0,1
48113016421,2021,1.0833333333333333,1.5,2.0276666666666667,"Census Tract 164.21, Dallas County, Texas",3222,10.7,45.6,41.8,3222.0,23.8,81.3,14.1,0.0,8.1,72.0,156,326,48,113,16421,0.4655493482309125,0.0,6.59,Mixed/Other,0.0,0.00739,1.0,1
48113016421,2022,1.1666666666666667,1.5,2.0276666666666667,Census Tract 164.21; Dallas County; Texas,3222,10.6,19.1,1.5,3222.0,25.1,84.7,18.1,0.0,6.2,69.7,208,472,48,113,16421,0.4655493482309125,0.0,5.25,Mixed/Other,0.0,0.00779,1.0,1
48113016421,2023,1.25,1.5,2.0276666666666667,Census Tract 164.21; Dallas County; Texas,3931,10.5,2.8,44.5,3931.0,33.3,78.0,25.3,0.0,14.0,58.1,304,508,48,113,16421,0.3815822945815314,0.0,10.92,Mixed/Other,0.0,0.00847,1.0,1
48113016511,2020,1.8333333333333333,2.6666666666666665,4.52775,"Census Tract 165.11, Dallas County, Texas",4785,61.3,23.2,13.8,4785.0,22.4,89.2,11.8,0.0,6.7,74.4,180,350,48,113,16511,0.5572971090212469,0.0,5.98,Majority Black,0.0,0.00468,1.0,1
48113016511,2021,2.0833333333333335,2.6666666666666665,4.52775,"Census Tract 165.11, Dallas County, Texas",4658,63.1,24.3,9.3,4658.0,25.2,86.1,9.9,0.0,7.0,73.3,149,415,48,113,16511,0.5724917704308,0.0,6.03,Majority Black,0.0,0.00541,1.0,1
48113016511,2022,3.0,2.6666666666666665,4.52775,Census Tract 165.11; Dallas County; Texas,4805,60.4,13.7,1.1,4805.0,29.1,83.4,14.3,0.0,15.2,72.5,210,469,48,113,16511,0.5549774540409296,0.0,12.68,Majority Black,0.0,0.00606,1.0,1
48113016511,2023,2.4166666666666665,2.6666666666666665,4.52775,Census Tract 165.11; Dallas County; Texas,4797,52.2,0.0,21.8,4797.0,28.5,81.0,13.5,0.0,13.8,79.8,197,403,48,113,16511,0.5559029949273852,0.0,11.18,Majority Black,0.0,0.00594,1.0,1
48113016513,2020,1.0,0.6666666666666666,2.388916666666667,"Census Tract 165.13, Dallas County, Texas",5484,37.5,23.5,37.0,5484.0,20.5,94.6,8.2,0.0,4.1,94.7,158,354,48,113,16513,0.12156576707999027,0.0,3.88,Mixed/Other,0.0,0.00374,1.0,1
48113016513,2021,0.6666666666666666,0.6666666666666666,2.388916666666667,"Census Tract 165.13, Dallas County, Texas",5837,37.4,25.6,35.0,5837.0,20.7,95.4,7.8,0.0,4.4,93.4,155,313,48,113,16513,0.11421392267717434,0.0,4.2,Mixed/Other,0.0,0.00355,1.0,1
48113016513,2022,1.5833333333333333,0.6666666666666666,2.388916666666667,Census Tract 165.13; Dallas County; Texas,5908,35.7,12.4,3.9,5908.0,20.5,95.2,7.5,0.0,3.4,93.5,145,238,48,113,16513,0.11284134506883323,0.0,3.24,Mixed/Other,0.0,0.00347,1.0,1
48113016513,2023,0.75,0.6666666666666666,2.388916666666667,Census Tract 165.13; Dallas County; Texas,6240,37.0,0.3,23.0,6240.0,23.5,95.2,7.2,0.0,3.6,91.7,141,236,48,113,16513,0.10683760683760683,0.0,3.43,Mixed/Other,0.0,0.00377,1.0,1
48113016516,2020,3.6666666666666665,8.583333333333334,6.055583333333334,"Census Tract 165.16, Dallas County, Texas",5625,23.5,49.8,24.1,5625.0,29.2,74.7,17.6,57.7,16.7,56.8,342,864,48,113,16516,1.525925925925926,32.77,12.47,Mixed/Other,0.77,0.00519,1.0,1
48113016516,2021,6.25,8.583333333333334,6.055583333333334,"Census Tract 165.16, Dallas County, Texas",6036,22.6,49.6,22.7,6036.0,33.5,73.0,15.2,0.0,13.1,57.2,300,868,48,113,16516,1.4220234150651647,0.0,9.56,Mixed/Other,0.0,0.00555,1.0,1
48113016516,2022,9.25,8.583333333333334,6.055583333333334,Census Tract 165.16; Dallas County; Texas,5591,21.4,27.2,5.4,5591.0,30.2,72.3,17.1,0.0,11.1,61.9,330,912,48,113,16516,1.5352053896142612,0.0,8.03,Mixed/Other,0.0,0.0054,1.0,1
48113016516,2023,9.833333333333334,8.583333333333334,6.055583333333334,Census Tract 165.16; Dallas County; Texas,5496,23.8,0.0,36.8,5496.0,31.6,72.7,18.5,0.0,12.0,60.9,349,850,48,113,16516,1.561741872877244,0.0,8.72,Mixed/Other,0.0,0.00575,1.0,1
48113016517,2020,4.166666666666667,9.458333333333334,10.277833333333334,"Census Tract 165.17, Dallas County, Texas",5147,38.7,42.8,17.3,5147.0,30.6,84.0,18.8,0.0,15.0,46.6,304,649,48,113,16517,1.8376400492196103,0.0,12.6,Mixed/Other,0.0,0.00595,1.0,0
48113016517,2021,4.75,9.458333333333334,10.277833333333334,"Census Tract 165.17, Dallas County, Texas",5195,36.1,43.6,19.2,5195.0,31.2,85.9,15.4,0.0,8.7,48.7,257,682,48,113,16517,1.8206608918832212,0.0,7.47,Mixed/Other,0.0,0.00601,1.0,0
48113016517,2022,7.5,9.458333333333334,10.277833333333334,Census Tract 165.17; Dallas County; Texas,5385,39.9,17.4,7.2,5385.0,36.3,87.6,19.5,0.0,18.5,49.4,313,624,48,113,16517,1.756422160321882,0.0,16.21,Mixed/Other,0.0,0.00674,1.0,0
48113016517,2023,12.916666666666666,9.458333333333334,10.277833333333334,Census Tract 165.17; Dallas County; Texas,4650,37.8,2.0,33.7,4650.0,29.6,86.3,15.5,67.1,19.9,53.7,233,676,48,113,16517,2.03405017921147,36.03,17.17,Mixed/Other,0.78,0.00637,1.0,1
48113016518,2020,2.1666666666666665,16.916666666666668,6.055583333333334,"Census Tract 165.18, Dallas County, Texas",5702,37.0,40.1,18.4,5702.0,25.7,89.0,11.5,0.0,4.9,44.3,227,997,48,113,16518,2.966795276511166,0.0,4.36,Mixed/Other,0.0,0.00451,1.0,0
48113016518,2021,2.1666666666666665,16.583333333333332,6.055583333333334,"Census Tract 165.18, Dallas County, Texas",5950,37.8,37.0,21.5,5950.0,26.5,91.3,11.1,0.0,4.7,45.3,226,951,48,113,16518,2.787114845938375,0.0,4.29,Mixed/Other,0.0,0.00445,1.0,0
48113016518,2022,4.5,16.583333333333332,6.055583333333334,Census Tract 165.18; Dallas County; Texas,6140,32.9,27.9,14.3,6140.0,23.6,90.5,12.0,0.0,3.0,46.0,245,981,48,113,16518,2.700868621064061,0.0,2.72,Mixed/Other,0.0,0.00384,1.0,0
48113016518,2023,19.666666666666668,16.583333333333332,6.055583333333334,Census Tract 165.18; Dallas County; Texas,6113,33.0,1.0,33.2,6113.0,26.6,86.0,13.1,0.0,2.5,44.0,250,898,48,113,16518,2.71279786247887,0.0,2.15,Mixed/Other,0.0,0.00435,1.0,0
48113016519,2020,0.5,0.125,0.41675,"Census Tract 165.19, Dallas County, Texas",2270,10.2,46.0,37.9,2270.0,26.6,92.9,6.5,0.0,9.2,78.9,48,108,48,113,16519,0.05506607929515419,0.0,8.55,Mixed/Other,0.0,0.01172,1.0,1
48113016519,2021,0.16666666666666666,0.125,0.41675,"Census Tract 165.19, Dallas County, Texas",2351,9.6,49.3,34.2,2351.0,24.7,90.4,5.7,0.0,10.6,80.4,44,112,48,113,16519,0.05316886431305828,0.0,9.58,Mixed/Other,0.0,0.01051,1.0,1
48113016519,2022,0.5,0.125,0.41675,Census Tract 165.19; Dallas County; Texas,2320,15.1,16.6,3.1,2320.0,22.1,88.5,6.7,0.0,11.4,76.7,52,129,48,113,16519,0.05387931034482758,0.0,10.09,Mixed/Other,0.0,0.00953,1.0,1
48113016519,2023,0.16666666666666666,0.125,0.41675,Census Tract 165.19; Dallas County; Texas,2358,11.7,5.3,46.9,2358.0,25.2,88.4,7.2,0.0,9.8,82.7,53,98,48,113,16519,0.053011026293469043,0.0,8.66,Mixed/Other,0.0,0.01069,1.0,1
48113016521,2020,7.166666666666667,18.375,6.666666666666667,"Census Tract 165.21, Dallas County, Texas",6940,41.1,22.7,28.5,6940.0,22.7,87.4,24.9,0.0,7.0,47.0,470,958,48,113,16521,2.647694524495677,0.0,6.12,Mixed/Other,0.0,0.00327,1.0,0
48113016521,2021,9.916666666666666,18.208333333333332,6.666666666666667,"Census Tract 165.21, Dallas County, Texas",7029,40.0,21.7,30.3,7029.0,20.5,86.1,29.4,0.0,3.7,42.0,568,1033,48,113,16521,2.590458576374069,0.0,3.19,Mixed/Other,0.0,0.00292,1.0,0
48113016521,2022,15.416666666666666,18.208333333333332,6.666666666666667,Census Tract 165.21; Dallas County; Texas,7341,41.9,10.2,4.3,7341.0,20.0,86.3,21.5,0.0,6.0,35.9,450,1133,48,113,16521,2.4803614403124006,0.0,5.18,Mixed/Other,0.0,0.00272,1.0,0
48113016521,2023,17.0,18.208333333333332,6.666666666666667,Census Tract 165.21; Dallas County; Texas,7597,36.1,6.1,15.2,7597.0,23.3,86.1,23.6,23.4,15.6,31.2,531,1381,48,113,16521,2.3967794304769425,7.3,13.43,Mixed/Other,0.27,0.00307,1.0,0
48113016522,2020,3.5,4.291666666666667,6.639,"Census Tract 165.22, Dallas County, Texas",4722,29.8,33.4,32.7,4722.0,23.5,95.7,32.2,31.1,27.8,49.3,589,891,48,113,16522,0.9088662995905691,15.33,26.6,Mixed/Other,0.32,0.00498,1.0,0
48113016522,2021,2.75,4.291666666666667,6.639,"Census Tract 165.22, Dallas County, Texas",5235,27.9,35.4,33.8,5235.0,25.8,91.5,34.0,45.7,28.5,45.5,647,905,48,113,16522,0.8198026106335562,20.79,26.08,Mixed/Other,0.5,0.00493,1.0,0
48113016522,2022,8.916666666666666,4.291666666666667,6.639,Census Tract 165.22; Dallas County; Texas,5179,23.5,10.4,2.9,5179.0,23.7,93.9,30.0,43.3,24.7,47.4,584,886,48,113,16522,0.828667052841604,20.52,23.19,Mixed/Other,0.46,0.00458,1.0,0
48113016522,2023,4.083333333333333,4.291666666666667,6.639,Census Tract 165.22; Dallas County; Texas,4633,30.7,1.2,24.1,4633.0,21.0,97.4,37.9,43.6,26.0,48.7,763,989,48,113,16522,0.9263256349377653,21.23,25.32,Mixed/Other,0.45,0.00453,1.0,0
48113016524,2020,0.6666666666666666,0.75,1.1945,"Census Tract 165.24, Dallas County, Texas",2356,23.7,16.8,44.4,2356.0,22.9,92.0,18.4,0.0,1.5,74.4,172,214,48,113,16524,0.31833616298811546,0.0,1.38,Mixed/Other,0.0,0.00972,1.0,1
48113016524,2021,0.9166666666666666,0.75,1.1945,"Census Tract 165.24, Dallas County, Texas",2502,22.1,10.6,49.0,2502.0,22.2,94.9,13.6,0.0,5.6,82.1,132,136,48,113,16524,0.29976019184652275,0.0,5.31,Mixed/Other,0.0,0.00887,1.0,1
48113016524,2022,0.9166666666666666,0.75,1.1945,Census Tract 165.24; Dallas County; Texas,2549,21.1,6.2,5.3,2549.0,24.2,95.0,9.0,0.0,5.6,88.4,87,130,48,113,16524,0.29423303256178895,0.0,5.32,Mixed/Other,0.0,0.00949,1.0,1
48113016524,2023,0.5833333333333334,0.75,1.1945,Census Tract 165.24; Dallas County; Texas,2870,21.9,6.2,2.9,2870.0,24.9,93.5,7.8,0.0,5.5,86.1,80,148,48,113,16524,0.2613240418118467,0.0,5.14,Mixed/Other,0.0,0.00868,1.0,1
48113016525,2020,0.5833333333333334,0.25,0.6944166666666667,"Census Tract 165.25, Dallas County, Texas",1994,45.5,11.2,20.4,1994.0,20.9,93.4,4.5,0.0,0.0,100.0,30,19,48,113,16525,0.12537612838515547,0.0,0.0,Mixed/Other,0.0,0.01048,1.0,1
48113016525,2021,0.5,0.25,0.6944166666666667,"Census Tract 165.25, Dallas County, Texas",2094,50.4,13.5,19.1,2094.0,18.8,91.0,7.7,0.0,0.0,93.4,57,25,48,113,16525,0.11938872970391595,0.0,0.0,Majority Black,0.0,0.00898,1.0,1
48113016525,2022,0.3333333333333333,0.25,0.6944166666666667,Census Tract 165.25; Dallas County; Texas,2139,55.7,5.2,1.9,2139.0,18.8,91.0,6.8,0.0,0.0,94.3,49,27,48,113,16525,0.1168770453482936,0.0,0.0,Majority Black,0.0,0.00879,1.0,1
48113016525,2023,0.25,0.25,0.6944166666666667,Census Tract 165.25; Dallas County; Texas,2359,49.9,1.2,17.0,2359.0,22.1,92.0,10.4,0.0,0.0,84.7,86,62,48,113,16525,0.10597710894446799,0.0,0.0,Mixed/Other,0.0,0.00937,1.0,1
48113016526,2020,1.3333333333333333,1.5833333333333333,3.4166666666666665,"Census Tract 165.26, Dallas County, Texas",5476,60.5,30.6,7.0,5476.0,36.9,85.5,2.3,0.0,4.7,50.8,34,569,48,113,16526,0.28914049184319457,0.0,4.02,Majority Black,0.0,0.00674,1.0,1
48113016526,2021,1.0833333333333333,1.5833333333333333,3.4166666666666665,"Census Tract 165.26, Dallas County, Texas",5224,58.1,29.6,7.1,5224.0,36.6,86.7,2.0,0.0,8.8,58.5,27,580,48,113,16526,0.3030883103624298,0.0,7.63,Majority Black,0.0,0.00701,1.0,1
48113016526,2022,2.25,1.5833333333333333,3.4166666666666665,Census Tract 165.26; Dallas County; Texas,5508,56.4,10.6,7.6,5508.0,44.1,88.3,2.3,0.0,14.5,46.3,31,663,48,113,16526,0.28746066327765674,0.0,12.8,Majority Black,0.0,0.00801,1.0,0
48113016526,2023,1.75,1.5833333333333333,3.4166666666666665,Census Tract 165.26; Dallas County; Texas,4806,62.7,5.2,25.9,4806.0,46.4,90.9,4.8,0.0,8.5,43.0,63,812,48,113,16526,0.32944929948675267,0.0,7.73,Majority Black,0.0,0.00965,1.0,0
48113016527,2020,0.5833333333333334,1.5,2.0,"Census Tract 165.27, Dallas County, Texas",4532,38.3,28.8,17.5,4532.0,22.6,92.8,15.3,0.0,13.3,84.1,247,375,48,113,16527,0.33097969991173876,0.0,12.34,Mixed/Other,0.0,0.00499,1.0,1
48113016527,2021,0.5,1.5,2.0,"Census Tract 165.27, Dallas County, Texas",4768,27.3,55.8,8.3,4768.0,20.3,89.9,11.2,0.0,3.1,86.0,176,220,48,113,16527,0.3145973154362416,0.0,2.79,Majority Hispanic,0.0,0.00426,1.0,1
48113016527,2022,1.1666666666666667,1.5,2.0,Census Tract 165.27; Dallas County; Texas,4764,24.9,39.1,6.7,4764.0,18.7,89.7,17.7,0.0,2.8,81.6,269,237,48,113,16527,0.3148614609571788,0.0,2.51,Mixed/Other,0.0,0.00393,1.0,1
48113016527,2023,1.5833333333333333,1.5,2.0,Census Tract 165.27; Dallas County; Texas,5126,26.4,1.1,47.6,5126.0,22.6,89.8,10.9,0.0,1.4,91.1,160,129,48,113,16527,0.2926258291065158,0.0,1.26,Mixed/Other,0.0,0.00441,1.0,1
48113016528,2020,0.5,2.75,1.77775,"Census Tract 165.28, Dallas County, Texas",5587,53.2,34.5,9.7,5587.0,31.3,86.2,6.9,0.0,0.0,69.7,129,596,48,113,16528,0.4922140683730088,0.0,0.0,Majority Black,0.0,0.0056,1.0,1
48113016528,2021,0.5833333333333334,2.75,1.77775,"Census Tract 165.28, Dallas County, Texas",5030,47.8,38.9,9.6,5030.0,29.3,86.4,6.6,0.0,0.0,67.1,118,515,48,113,16528,0.5467196819085487,0.0,0.0,Mixed/Other,0.0,0.00583,1.0,1
48113016528,2022,0.75,2.75,1.77775,Census Tract 165.28; Dallas County; Texas,5230,56.4,19.1,1.7,5230.0,29.6,84.8,13.9,0.0,0.0,70.6,245,373,48,113,16528,0.5258126195028681,0.0,0.0,Majority Black,0.0,0.00566,1.0,1
48113016528,2023,2.0,2.75,1.77775,Census Tract 165.28; Dallas County; Texas,4847,63.1,1.5,26.8,4847.0,29.3,92.2,11.9,0.0,1.4,69.3,203,351,48,113,16528,0.5673612543841552,0.0,1.29,Majority Black,0.0,0.00604,1.0,1
48113016529,2020,0.4166666666666667,0.75,1.8055,"Census Tract 165.29, Dallas County, Texas",3357,46.5,34.6,12.0,3357.0,27.5,89.3,22.6,0.0,15.9,93.4,252,414,48,113,16529,0.22341376228775692,0.0,14.2,Mixed/Other,0.0,0.00819,1.0,1
48113016529,2021,0.5,0.75,1.8055,"Census Tract 165.29, Dallas County, Texas",2891,33.9,38.9,15.9,2891.0,24.5,87.8,27.6,0.0,16.6,92.1,299,407,48,113,16529,0.2594258042199931,0.0,14.57,Mixed/Other,0.0,0.00847,1.0,1
48113016529,2022,1.0,0.75,1.8055,Census Tract 165.29; Dallas County; Texas,3521,40.5,25.0,0.7,3521.0,31.9,90.8,18.7,0.0,19.4,94.5,213,329,48,113,16529,0.21300766827605794,0.0,17.62,Mixed/Other,0.0,0.00906,1.0,1
48113016529,2023,0.6666666666666666,0.75,1.8055,Census Tract 165.29; Dallas County; Texas,3546,38.8,0.4,42.8,3546.0,25.7,87.4,16.0,0.0,15.1,82.8,188,264,48,113,16529,0.21150592216582065,0.0,13.2,Mixed/Other,0.0,0.00725,1.0,1
48113016530,2020,1.4166666666666667,1.25,2.1944166666666667,"Census Tract 165.30, Dallas County, Texas",3469,35.2,34.1,22.3,3469.0,21.1,89.2,20.5,0.0,1.3,76.3,255,261,48,113,16530,0.3603343903142116,0.0,1.16,Mixed/Other,0.0,0.00608,1.0,1
48113016530,2021,1.0833333333333333,1.25,2.1944166666666667,"Census Tract 165.30, Dallas County, Texas",3433,36.2,25.8,21.8,3433.0,19.9,88.8,22.3,0.0,5.8,77.6,284,284,48,113,16530,0.36411302068161955,0.0,5.15,Mixed/Other,0.0,0.0058,1.0,1
48113016530,2022,2.0,1.25,2.1944166666666667,Census Tract 165.30; Dallas County; Texas,3297,40.5,20.4,5.6,3297.0,19.6,88.9,21.8,0.0,7.1,68.7,280,269,48,113,16530,0.37913254473764024,0.0,6.31,Mixed/Other,0.0,0.00594,1.0,1
48113016530,2023,1.3333333333333333,1.25,2.1944166666666667,Census Tract 165.30; Dallas County; Texas,3081,41.3,3.8,26.3,3081.0,18.4,90.2,21.6,0.0,10.0,70.6,276,343,48,113,16530,0.4057124310288867,0.0,9.02,Mixed/Other,0.0,0.00597,1.0,1
48113016531,2020,2.6666666666666665,6.958333333333333,3.5,"Census Tract 165.31, Dallas County, Texas",3597,37.6,45.3,16.5,3597.0,30.4,90.2,8.4,17.5,4.6,55.9,86,339,48,113,16531,1.934482439069595,9.78,4.15,Mixed/Other,0.19,0.00845,1.0,1
