Pct Renter x Poverty_lag,Pct Uninsured x HS or Less_lag,Poverty to Education Ratio_lag,Youth Burden_lag,Female to Pop Ratio_lag,High Renter_lag,rental_assist_coverage,Eviction Rate per 1k
3.6993664550016967,0.9453529331838243,0.08662871098564058,-0.014249735223943806,0.9921014603890803,1.0090277354664712,0.3496714153011233,0.21957340025094105
4.630216247643999,1.2813295616480613,0.09230912090882136,0.0026396423925318484,0.998395483451055,0.9991471087186148,0.2861735698828815,0.21820448877805487
-0.010559898119268434,0.005100665931710657,-0.03295561179967309,-0.008896671311912938,0.987450295311286,0.9999528358947091,0.36476885381006924,0.21907861792689035
-0.010500547898231863,0.007929053718372018,0.011567619824643117,-0.01719663478037392,0.9996314609324901,0.9980228744470008,0.4523029856408025,0.19662921348314608
-0.009096897884083344,0.012904253246168623,-0.0007365202625775688,0.005746871715046771,1.0006075465571451,1.0101113050231338,0.2765846625276664,0.10383291800166133
0.007595000375161222,1.1817478712445428,-0.007081820628990119,0.006468548791961418,0.9964219640012885,1.0048232996982278,0.2765863043050819,0.10660331384015595
-0.006167753615197077,1.8764160551697198,-0.010071747357076501,0.006600464170406676,1.002092221337918,0.9881286646037561,0.45792128155073913,0.1015552460538533
-0.013479957843671689,1.5710516563241779,-0.009491176282799883,0.011048582458983516,0.983857214191377,0.990242289754213,0.37674347291529087,0.09445164075993093
-0.00605679999935798,0.03140422910102237,-0.0067993594475841525,-0.003063968232136988,0.9904681566143676,1.0000456755335012,0.2530525614065048,0.5159958720330237
-0.0003204237068048687,0.7885041468468262,-0.011271325836818436,0.02415856013445921,0.9885730111369639,0.9935695833591106,0.35425600435859644,0.5232862375719519
-0.011809724836643856,0.9103872789991492,-0.013545996610726424,0.005557059918684967,1.0087985673794742,0.9783946871250081,0.25365823071875376,0.5239717055279015
3.1284831889096565,2.3676183885566453,0.04959619849156089,0.018814304630614842,1.0230616400258064,0.9925497377185493,0.2534270246429743,0.5223295899712719
0.021112963340995845,6.819963884256429,0.003233938550656872,-0.01270899241488712,0.9911918042002773,-0.002785225584519033,0.3241962271566034,0.21633783316026306
-0.00860565403813887,7.738575908766497,0.000500901485707971,-0.003945296500918742,0.9976475776303256,0.995999983676291,0.1086719755342202,0.22459393416702603
-0.003230423687730068,1.8993971925097202,0.005558564515518563,0.011283148050442303,0.9930657075738452,0.007207622445458199,0.1275082167486967,0.24084778420038538
-0.0036723700079928584,1.489891185034104,-0.0006636983921005428,0.0018743572432206677,1.0022122524080794,-0.022345396126389572,0.24377124707590273,0.25203645455278656
3.6357864319222957,12.178612035990545,0.35693320669355205,-0.007261793873729665,0.9939159135057984,-0.007723654783871149,0.19871688796655762,2.6551847865087908
3.016213467399691,9.177732384750428,0.37494440923493605,-0.014836298986440812,1.0028277987674719,0.007956627044751856,0.33142473325952737,2.772781774580336
2.2094814295047205,8.109621132989782,0.24995310721125086,0.010732036722403648,1.0066502661672159,-0.006676616364607416,0.2091975924478789,2.6529002652900266
-0.003059544315315921,4.43820967139313,0.006466143019889341,0.00925602254948855,0.9877617506210924,-0.012113909092353175,0.15876962986647083,2.6432347478211176
-0.01236478286592349,8.489642423556266,-0.011659200029569607,0.007753206914192281,1.0027151431552497,-0.006807000870344443,0.4465648768921554,5.004848988639512
0.012744402278489034,12.207158604453111,-0.006874766264035254,0.001100938092140835,0.9820594397678095,0.004462072759804356,0.2774223699513464,5.290714704159344
-0.0009534109119668262,6.81527568116112,-0.0036139164056791483,-0.005700900276298048,0.9974346603555955,-0.0025340356344871555,0.3067528204687924,6.10941992220531
0.01730321814857169,7.426040248469495,0.006744048010569485,0.0036301846010329815,0.9967631957451923,-0.007249590586963148,0.15752518137865432,6.347742048849059
-0.022455858975651628,10.093400944374947,0.0017599725212739498,-0.0017731860364540043,0.9977086294948491,0.004817800358066239,0.24556172754748173,2.1660944907634465
0.001954032212833203,9.860888229622788,0.00020001322150924446,0.004494159194354098,0.9968793954360878,0.0037486757574409697,0.3110922589709866,2.0561762880198633
0.019186063338762077,13.124359851242293,0.018856687850553052,0.02377250581399549,0.9950507287943361,-0.012634982091223164,0.1849006422577697,2.019509221155312
-0.0035326413543815822,1.6966498375435197,-0.018369831612251454,-0.008668357631314192,0.9973421782160512,0.0009478594604127795,0.3375698018345672,1.97613721103654
-0.0022549342333463606,-0.0008541883283306648,-0.010383776427005512,0.010715278269003672,1.0023813769177685,-0.012994851469692845,0.2399361310081195,2.18052738336714
0.0029551169159033877,0.01941746122051703,-0.010811884780389913,0.01905195951449163,1.0026625720738775,0.011700913320316522,0.2708306250206723,2.35024048972453
-0.005587958188849574,3.6010417515654365,-0.017706523099222743,0.012592597193826533,1.0011519934469963,0.012311971810291951,0.2398293387770603,2.335940895262929
-0.0031207193205273287,4.834866033192239,-0.007195195128860275,0.00855212878426484,0.9942640257635352,-0.0028767350173282825,0.4852278184508938,2.232142857142857
-0.0033781509419140306,9.572061353796226,0.00687769163796706,-0.002925728461711241,1.0108033664825478,0.01064961615577209,0.2986502775262066,3.1952247191011236
-0.0062742073442637325,10.859978883200151,-0.005916473985157516,-0.004758880544340128,1.015253550836582,-0.007562142586486702,0.19422890710440993,3.165878096298358
0.012288565502005595,8.132519281956784,-0.003330029719863096,-0.02087130866063321,0.9871158568495475,-0.0013988351428623302,0.3822544912103189,2.7363483281212413
0.0046107803229643515,6.98925747892507,-0.01722554827880282,0.001800066802673143,1.0016426915594991,-0.00584789295607235,0.17791563500289775,2.7482483691712973
